DATE ADDED TO CATALOG	PUBMEDID	FIRST AUTHOR	DATE	JOURNAL	LINK	STUDY	DISEASE/TRAIT	INITIAL SAMPLE SIZE	REPLICATION SAMPLE SIZE	REGION	CHR_ID	CHR_POS	REPORTED GENE(S)	MAPPED_GENE	UPSTREAM_GENE_ID	DOWNSTREAM_GENE_ID	SNP_GENE_IDS	UPSTREAM_GENE_DISTANCE	DOWNSTREAM_GENE_DISTANCE	STRONGEST SNP-RISK ALLELE	SNPS	MERGED	SNP_ID_CURRENT	CONTEXT	INTERGENIC	RISK ALLELE FREQUENCY	P-VALUE	PVALUE_MLOG	P-VALUE (TEXT)	OR or BETA	95% CI (TEXT)	PLATFORM [SNPS PASSING QC]	CNV	MAPPED_TRAIT	MAPPED_TRAIT_URI	STUDY ACCESSION	GENOTYPING TECHNOLOGY
2023-06-23	35870639	Surapaneni A	2022-07-21	Kidney Int	www.ncbi.nlm.nih.gov/pubmed/35870639	Identification of 969 protein quantitative trait loci in an African American population with kidney disease attributed to hypertension.	Matrix-remodeling-associated protein 7 level in Chronic kidney disease with hypertension and no diabetes (8005_1)	466 African American individuals	NA	17q25.1	17	76710864		MXRA7			ENSG00000182534			rs751463433-T	rs751463433	0	751463433	missense_variant	0	0.02	9E-14	13.045757490560675		1.83	[1.34-2.32] unit increase	Illumina [14870897] (imputed)	N	level of matrix-remodeling-associated protein 7 in blood serum	http://purl.obolibrary.org/obo/OBA_2042471	GCST90238760	Genome-wide genotyping array
2023-06-23	35870639	Surapaneni A	2022-07-21	Kidney Int	www.ncbi.nlm.nih.gov/pubmed/35870639	Identification of 969 protein quantitative trait loci in an African American population with kidney disease attributed to hypertension.	Cathepsin B level in Chronic kidney disease with hypertension and no diabetes (8007_19)	466 African American individuals	NA	8p23.1	8	11840927		FDFT1 - CTSB	ENSG00000079459	ENSG00000164733		1532	1597	rs1293331-T	rs1293331	0	1293331	regulatory_region_variant	1	0.11	6E-14	13.221848749616356		0.73	[0.53-0.93] unit increase	Illumina [14870897] (imputed)	N	cathepsin B measurement	http://www.ebi.ac.uk/efo/EFO_0008072	GCST90238762	Genome-wide genotyping array
2023-06-23	35870639	Surapaneni A	2022-07-21	Kidney Int	www.ncbi.nlm.nih.gov/pubmed/35870639	Identification of 969 protein quantitative trait loci in an African American population with kidney disease attributed to hypertension.	Surfeit locus protein 1 level in Chronic kidney disease with hypertension and no diabetes (8009_121)	466 African American individuals	NA	11p15.1	11	18231629		SAA2-SAA4, SAA4			ENSG00000255071, ENSG00000148965			rs2460827-T	rs2460827	0	2460827	missense_variant	0	0.71	2E-101	100.69897000433602		1.1	[1-1.2] unit decrease	Illumina [14870897] (imputed)	N	level of surfeit locus protein 1 in blood serum	http://purl.obolibrary.org/obo/OBA_2043737	GCST90238764	Genome-wide genotyping array
2023-06-23	35870639	Surapaneni A	2022-07-21	Kidney Int	www.ncbi.nlm.nih.gov/pubmed/35870639	Identification of 969 protein quantitative trait loci in an African American population with kidney disease attributed to hypertension.	Glycoprotein endo-alpha-1,2-mannosidase level in Chronic kidney disease with hypertension and no diabetes (8014_359)	466 African American individuals	NA	6q16.1	6	95635211		MANEA - KRT18P50	ENSG00000172469	ENSG00000219941		25741	355896	rs4388292-G	rs4388292	0	4388292	intergenic_variant	1	0.69	9E-24	23.045757490560675		0.66	[0.52-0.8] unit increase	Illumina [14870897] (imputed)	N	level of glycoprotein endo-alpha-1,2-mannosidase in blood serum	http://purl.obolibrary.org/obo/OBA_2042280	GCST90238767	Genome-wide genotyping array
2023-06-23	35870639	Surapaneni A	2022-07-21	Kidney Int	www.ncbi.nlm.nih.gov/pubmed/35870639	Identification of 969 protein quantitative trait loci in an African American population with kidney disease attributed to hypertension.	DnaJ homolog subfamily C member 4 level in Chronic kidney disease with hypertension and no diabetes (8016_19)	466 African American individuals	NA	6p21.32	6	32133413		FKBPL - PRRT1	ENSG00000204315	ENSG00000204314		3125	14946	rs116081888-G	rs116081888	0	116081888	intergenic_variant	1	0.06	3E-17	16.522878745280337		1.18	[0.91-1.45] unit increase	Illumina [14870897] (imputed)	N	protein measurement	http://www.ebi.ac.uk/efo/EFO_0004747	GCST90238768	Genome-wide genotyping array
2023-06-23	35870639	Surapaneni A	2022-07-21	Kidney Int	www.ncbi.nlm.nih.gov/pubmed/35870639	Identification of 969 protein quantitative trait loci in an African American population with kidney disease attributed to hypertension.	Serine protease inhibitor Kazal-type 5 level in Chronic kidney disease with hypertension and no diabetes (8028_22)	466 African American individuals	NA	5q32	5	148107109		SPINK5, FBXO38-DT			ENSG00000133710, ENSG00000247199			rs115504632-T	rs115504632	0	115504632	missense_variant	0	0.03	4E-13	12.397940008672037		1.23	[0.9-1.56] unit decrease	Illumina [14870897] (imputed)	N	level of serine protease inhibitor Kazal-type 5 in blood serum	http://purl.obolibrary.org/obo/OBA_2043632	GCST90238774	Genome-wide genotyping array
2023-06-23	35870639	Surapaneni A	2022-07-21	Kidney Int	www.ncbi.nlm.nih.gov/pubmed/35870639	Identification of 969 protein quantitative trait loci in an African American population with kidney disease attributed to hypertension.	DnaJ homolog subfamily B member 14 level in Chronic kidney disease with hypertension and no diabetes (8037_53)	466 African American individuals	NA	17q11.2	17	28367840		SARM1, VTN			ENSG00000004139, ENSG00000109072			rs704-A	rs704	0	704	missense_variant	0	0.56	2E-12	11.698970004336019		0.43	[0.31-0.55] unit increase	Illumina [14870897] (imputed)	N	protein measurement	http://www.ebi.ac.uk/efo/EFO_0004747	GCST90238780	Genome-wide genotyping array
2023-06-23	35870639	Surapaneni A	2022-07-21	Kidney Int	www.ncbi.nlm.nih.gov/pubmed/35870639	Identification of 969 protein quantitative trait loci in an African American population with kidney disease attributed to hypertension.	Protein FAM177A1 level in Chronic kidney disease with hypertension and no diabetes (8039_41)	466 African American individuals	NA	14q13.2	14	35047007		FAM177A1			ENSG00000151327			rs799473-T	rs799473	0	799473	3_prime_UTR_variant	0	0.57	8E-18	17.096910013008056		0.53	[0.41-0.65] unit decrease	Illumina [14870897] (imputed)	N	level of protein FAM177A1 in blood serum	http://purl.obolibrary.org/obo/OBA_2044464	GCST90238782	Genome-wide genotyping array
2023-06-23	35870639	Surapaneni A	2022-07-21	Kidney Int	www.ncbi.nlm.nih.gov/pubmed/35870639	Identification of 969 protein quantitative trait loci in an African American population with kidney disease attributed to hypertension.	Ferritin, mitochondrial level in Chronic kidney disease with hypertension and no diabetes (8048_9)	466 African American individuals	NA	6p21.33	6	31875082		SLC44A4			ENSG00000204385			rs73404118-C	rs73404118	0	73404118	intron_variant	0	0.07	7E-33	32.15490195998574		1.44	[1.2-1.68] unit increase	Illumina [14870897] (imputed)	N	level of ferritin, mitochondrial in blood serum	http://purl.obolibrary.org/obo/OBA_2041627	GCST90238789	Genome-wide genotyping array
2023-06-23	35870639	Surapaneni A	2022-07-21	Kidney Int	www.ncbi.nlm.nih.gov/pubmed/35870639	Identification of 969 protein quantitative trait loci in an African American population with kidney disease attributed to hypertension.	CUB and sushi domain-containing protein 1 level in Chronic kidney disease with hypertension and no diabetes (9598_23)	466 African American individuals	NA	17q11.2	17	28367840		SARM1, VTN			ENSG00000004139, ENSG00000109072			rs704-A	rs704	0	704	missense_variant	0	0.56	2E-129	128.69897000433602		1.03	[0.95-1.11] unit decrease	Illumina [14870897] (imputed)	N	level of CUB and sushi domain-containing protein 1 in blood serum	http://purl.obolibrary.org/obo/OBA_2041168	GCST90239417	Genome-wide genotyping array
2023-06-23	35870639	Surapaneni A	2022-07-21	Kidney Int	www.ncbi.nlm.nih.gov/pubmed/35870639	Identification of 969 protein quantitative trait loci in an African American population with kidney disease attributed to hypertension.	Cadherin-11 level in Chronic kidney disease with hypertension and no diabetes (9604_14)	466 African American individuals	NA	16q21	16	64988331		CDH11			ENSG00000140937			rs1130821-T	rs1130821	0	1130821	missense_variant	0	0.1	3E-43	42.52287874528034		1.23	[1.05-1.41] unit decrease	Illumina [14870897] (imputed)	N	protein measurement	http://www.ebi.ac.uk/efo/EFO_0004747	GCST90239421	Genome-wide genotyping array
2023-06-23	35870639	Surapaneni A	2022-07-21	Kidney Int	www.ncbi.nlm.nih.gov/pubmed/35870639	Identification of 969 protein quantitative trait loci in an African American population with kidney disease attributed to hypertension.	Platelet-derived growth factor receptor-like protein level in Chronic kidney disease with hypertension and no diabetes (9713_67)	466 African American individuals	NA	8p22	8	17589618		PDGFRL			ENSG00000104213			rs35704589-C	rs35704589	0	35704589	missense_variant	0	0.06	3E-14	13.522878745280337		1.0	[0.75-1.25] unit decrease	Illumina [14870897] (imputed)	N	level of platelet-derived growth factor receptor-like protein in blood serum	http://purl.obolibrary.org/obo/OBA_2042825	GCST90239427	Genome-wide genotyping array
2023-06-23	35870639	Surapaneni A	2022-07-21	Kidney Int	www.ncbi.nlm.nih.gov/pubmed/35870639	Identification of 969 protein quantitative trait loci in an African American population with kidney disease attributed to hypertension.	T-cell surface protein tactile level in Chronic kidney disease with hypertension and no diabetes (9735_44)	466 African American individuals	NA	6p21.33	6	32084478		TNXB			ENSG00000168477			rs61910712-C	rs61910712	0	61910712	missense_variant	0	0.07	3E-29	28.522878745280337		1.31	[1.07-1.55] unit increase	Illumina [14870897] (imputed)	N	level of T-cell surface protein tactile in blood serum	http://purl.obolibrary.org/obo/OBA_2040335	GCST90239433	Genome-wide genotyping array
2023-06-23	35870639	Surapaneni A	2022-07-21	Kidney Int	www.ncbi.nlm.nih.gov/pubmed/35870639	Identification of 969 protein quantitative trait loci in an African American population with kidney disease attributed to hypertension.	T-cell surface protein tactile level in Chronic kidney disease with hypertension and no diabetes (9735_44)	466 African American individuals	NA	6p21.33	6	31037243		MUC22 - HCG22	ENSG00000261272	ENSG00000228789		1841	16207	rs73727175-A	rs73727175	0	73727175	regulatory_region_variant	1	0.08	9E-15	14.045757490560675		0.85	[0.63-1.07] unit increase	Illumina [14870897] (imputed)	N	level of T-cell surface protein tactile in blood serum	http://purl.obolibrary.org/obo/OBA_2040335	GCST90239433	Genome-wide genotyping array
2023-06-23	35870639	Surapaneni A	2022-07-21	Kidney Int	www.ncbi.nlm.nih.gov/pubmed/35870639	Identification of 969 protein quantitative trait loci in an African American population with kidney disease attributed to hypertension.	Patatin-like phospholipase domain-containing protein 2 level in Chronic kidney disease with hypertension and no diabetes (9802_27)	466 African American individuals	NA	17q11.2	17	28367840		SARM1, VTN			ENSG00000004139, ENSG00000109072			rs704-A	rs704	0	704	missense_variant	0	0.56	4E-30	29.397940008672037		0.65	[0.53-0.77] unit increase	Illumina [14870897] (imputed)	N	level of patatin-like phospholipase domain-containing protein 2 in blood serum	http://purl.obolibrary.org/obo/OBA_2042954	GCST90239472	Genome-wide genotyping array
2023-06-23	35870639	Surapaneni A	2022-07-21	Kidney Int	www.ncbi.nlm.nih.gov/pubmed/35870639	Identification of 969 protein quantitative trait loci in an African American population with kidney disease attributed to hypertension.	Dihydrofolate reductase level in Chronic kidney disease with hypertension and no diabetes (9823_2)	466 African American individuals	NA	12p13.31	12	6019277		VWF			ENSG00000110799			rs216311-C	rs216311	0	216311	missense_variant	0	0.86	4E-19	18.397940008672037		0.83	[0.65-1.01] unit decrease	Illumina [14870897] (imputed)	N	level of dihydrofolate reductase in blood serum	http://purl.obolibrary.org/obo/OBA_2041401	GCST90239478	Genome-wide genotyping array
2023-06-23	35870639	Surapaneni A	2022-07-21	Kidney Int	www.ncbi.nlm.nih.gov/pubmed/35870639	Identification of 969 protein quantitative trait loci in an African American population with kidney disease attributed to hypertension.	NAD(P)H dehydrogenase [quinone] 1 level in Chronic kidney disease with hypertension and no diabetes (9837_60)	466 African American individuals	NA	16q22.1	16	69711242		NQO1			ENSG00000181019			rs1800566-A	rs1800566	0	1800566	missense_variant	0	0.18	7E-18	17.154901959985743		0.67	[0.51-0.83] unit decrease	Illumina [14870897] (imputed)	N	level of NAD(P)H dehydrogenase [quinone] 1 in blood serum	http://purl.obolibrary.org/obo/OBA_2042626	GCST90239487	Genome-wide genotyping array
2023-06-23	35870639	Surapaneni A	2022-07-21	Kidney Int	www.ncbi.nlm.nih.gov/pubmed/35870639	Identification of 969 protein quantitative trait loci in an African American population with kidney disease attributed to hypertension.	Nuclear factor NF-kappa-B p105 subunit level in Chronic kidney disease with hypertension and no diabetes (9869_28)	466 African American individuals	NA	2p11.2	2	89110952		IGKV1-16 - IGKV1-17	ENSG00000240864	ENSG00000240382		10591	6390	rs10173210-C	rs10173210	0	10173210	intergenic_variant	1	0.43	2E-20	19.69897000433602		0.79	[0.61-0.97] unit decrease	Illumina [14870897] (imputed)	N	level of nuclear factor NF-kappa-B p105 subunit in blood serum	http://purl.obolibrary.org/obo/OBA_2040323	GCST90239509	Genome-wide genotyping array
2023-06-23	35870639	Surapaneni A	2022-07-21	Kidney Int	www.ncbi.nlm.nih.gov/pubmed/35870639	Identification of 969 protein quantitative trait loci in an African American population with kidney disease attributed to hypertension.	Testican-3 level in Chronic kidney disease with hypertension and no diabetes (9906_21)	466 African American individuals	NA	4q32.3	4	167339036		SPOCK3 - RN7SL776P	ENSG00000196104	ENSG00000240772		104240	61459	rs4385095-A	rs4385095	0	4385095	intergenic_variant	1	0.84	4E-17	16.397940008672037		0.69	[0.53-0.85] unit increase	Illumina [14870897] (imputed)	N	level of testican-3 in blood serum	http://purl.obolibrary.org/obo/OBA_2043640	GCST90239534	Genome-wide genotyping array
2023-06-23	35870639	Surapaneni A	2022-07-21	Kidney Int	www.ncbi.nlm.nih.gov/pubmed/35870639	Identification of 969 protein quantitative trait loci in an African American population with kidney disease attributed to hypertension.	F-box/LRR-repeat protein 4 level in Chronic kidney disease with hypertension and no diabetes (9951_36)	466 African American individuals	NA	17q11.2	17	28367840		SARM1, VTN			ENSG00000004139, ENSG00000109072			rs704-A	rs704	0	704	missense_variant	0	0.56	3E-37	36.52287874528034		0.71	[0.59-0.83] unit increase	Illumina [14870897] (imputed)	N	protein measurement	http://www.ebi.ac.uk/efo/EFO_0004747	GCST90239558	Genome-wide genotyping array
2023-06-23	35870639	Surapaneni A	2022-07-21	Kidney Int	www.ncbi.nlm.nih.gov/pubmed/35870639	Identification of 969 protein quantitative trait loci in an African American population with kidney disease attributed to hypertension.	Disintegrin and metalloproteinase domain-containing protein 15 level in Chronic kidney disease with hypertension and no diabetes (9956_7)	466 African American individuals	NA	17q11.2	17	28367840		SARM1, VTN			ENSG00000004139, ENSG00000109072			rs704-A	rs704	0	704	missense_variant	0	0.56	6E-13	12.221848749616356		0.44	[0.32-0.56] unit increase	Illumina [14870897] (imputed)	N	protein measurement	http://www.ebi.ac.uk/efo/EFO_0004747	GCST90239562	Genome-wide genotyping array
2023-06-23	35870639	Surapaneni A	2022-07-21	Kidney Int	www.ncbi.nlm.nih.gov/pubmed/35870639	Identification of 969 protein quantitative trait loci in an African American population with kidney disease attributed to hypertension.	Solute carrier family 22 member 16 level in Chronic kidney disease with hypertension and no diabetes (9969_8)	466 African American individuals	NA	17q11.2	17	28367840		SARM1, VTN			ENSG00000004139, ENSG00000109072			rs704-A	rs704	0	704	missense_variant	0	0.56	4E-25	24.397940008672037		0.6	[0.48-0.72] unit decrease	Illumina [14870897] (imputed)	N	level of solute carrier family 22 member 16 in blood serum	http://purl.obolibrary.org/obo/OBA_2043527	GCST90239569	Genome-wide genotyping array
2023-06-23	35870639	Surapaneni A	2022-07-21	Kidney Int	www.ncbi.nlm.nih.gov/pubmed/35870639	Identification of 969 protein quantitative trait loci in an African American population with kidney disease attributed to hypertension.	Delta-like protein 3 level in Chronic kidney disease with hypertension and no diabetes (9974_8)	466 African American individuals	NA	1q31.3	1	196696078		CFH			ENSG00000000971			rs10922100-G	rs10922100	0	10922100	non_coding_transcript_exon_variant	0	0.65	6E-13	12.221848749616356		0.48	[0.34-0.62] unit decrease	Illumina [14870897] (imputed)	N	level of delta-like protein 3 in blood serum	http://purl.obolibrary.org/obo/OBA_2041315	GCST90239571	Genome-wide genotyping array
2023-01-27	36422279	Lee S	2022-11-19	Metabolites	www.ncbi.nlm.nih.gov/pubmed/36422279	Identifying Genetic Variants and Metabolites Associated with Rapid Estimated Glomerular Filtration Rate Decline in Korea Based on Genome-Metabolomic Integrative Analysis.	Rapid eGFR decline in diabetes and hypertension	115 Korean ancestry individuals	69 Korean ancestry individuals	4q32.3	4	163753749		MARCHF1			ENSG00000145416			rs10009742-?	rs10009742	0	10009742	intron_variant	0	NR	4E-8	7.3979400086720375		3.54	[-1260.66-1267.74] unit decrease	NR [8000000] (imputed)	N	glomerular filtration rate	http://www.ebi.ac.uk/efo/EFO_0005208	GCST90244790	Genome-wide genotyping array
2017-03-24	27802415	Salvi E	2016-10-31	Hypertension	www.ncbi.nlm.nih.gov/pubmed/27802415	Genome-Wide and Gene-Based Meta-Analyses Identify Novel Loci Influencing Blood Pressure Response to Hydrochlorothiazide.	Diastolic blood pressure response to hydrochlorothiazide in hypertension	1,739 European ancestry individuals	430 African American individuals	5p13.1	5	41546857	PLCXD3, OXTC1	PLCXD3 - OXCT1	ENSG00000182836	ENSG00000083720		36256	183208	rs822127-A	rs822127	0	822127	intergenic_variant	1	0.37	7E-6	5.154901959985743	(EA)	0.6	[NR] mmHg decrease	Affymetrix, Illumina [up to 2500000] (imputed)	N	trait in response to hydrochlorothiazide, diastolic blood pressure change measurement	http://purl.obolibrary.org/obo/OBA_2040093, http://www.ebi.ac.uk/efo/EFO_0006945	GCST003805	Genome-wide genotyping array
2017-03-24	27802415	Salvi E	2016-10-31	Hypertension	www.ncbi.nlm.nih.gov/pubmed/27802415	Genome-Wide and Gene-Based Meta-Analyses Identify Novel Loci Influencing Blood Pressure Response to Hydrochlorothiazide.	Diastolic blood pressure response to hydrochlorothiazide in hypertension	1,739 European ancestry individuals	430 African American individuals	6p12.1	6	56354955	COL21A1	COL21A1			ENSG00000124749			rs9370524-A	rs9370524	0	9370524	intron_variant	0	0.36	9E-6	5.045757490560675	(EA)	0.58	[NR] mmHg increase	Affymetrix, Illumina [up to 2500000] (imputed)	N	trait in response to hydrochlorothiazide, diastolic blood pressure change measurement	http://purl.obolibrary.org/obo/OBA_2040093, http://www.ebi.ac.uk/efo/EFO_0006945	GCST003805	Genome-wide genotyping array
2017-03-24	27802415	Salvi E	2016-10-31	Hypertension	www.ncbi.nlm.nih.gov/pubmed/27802415	Genome-Wide and Gene-Based Meta-Analyses Identify Novel Loci Influencing Blood Pressure Response to Hydrochlorothiazide.	Diastolic blood pressure response to hydrochlorothiazide in hypertension	1,739 European ancestry individuals	430 African American individuals	7p12.3	7	47867616	PKD1L1	PKD1L1			ENSG00000158683			rs10951933-T	rs10951933	0	10951933	intron_variant	0	0.2	3E-6	5.522878745280337	(EA)	0.75	[NR] mmHg increase	Affymetrix, Illumina [up to 2500000] (imputed)	N	trait in response to hydrochlorothiazide, diastolic blood pressure change measurement	http://purl.obolibrary.org/obo/OBA_2040093, http://www.ebi.ac.uk/efo/EFO_0006945	GCST003805	Genome-wide genotyping array
2017-03-24	27802415	Salvi E	2016-10-31	Hypertension	www.ncbi.nlm.nih.gov/pubmed/27802415	Genome-Wide and Gene-Based Meta-Analyses Identify Novel Loci Influencing Blood Pressure Response to Hydrochlorothiazide.	Diastolic blood pressure response to hydrochlorothiazide in hypertension	1,739 European ancestry individuals	430 African American individuals	8p22	8	15143257	SGCZ	SGCZ			ENSG00000185053			rs2198596-C	rs2198596	0	2198596	intron_variant	0	0.91	8E-7	6.096910013008056	(EA)	1.3	[NR] mmHg decrease	Affymetrix, Illumina [up to 2500000] (imputed)	N	trait in response to hydrochlorothiazide, diastolic blood pressure change measurement	http://purl.obolibrary.org/obo/OBA_2040093, http://www.ebi.ac.uk/efo/EFO_0006945	GCST003805	Genome-wide genotyping array
2017-03-24	27802415	Salvi E	2016-10-31	Hypertension	www.ncbi.nlm.nih.gov/pubmed/27802415	Genome-Wide and Gene-Based Meta-Analyses Identify Novel Loci Influencing Blood Pressure Response to Hydrochlorothiazide.	Diastolic blood pressure response to hydrochlorothiazide in hypertension	1,739 European ancestry individuals	430 African American individuals	8p22	8	17217746	ZDHHC2	ZDHHC2			ENSG00000104219			rs11784910-A	rs11784910	0	11784910	intron_variant	0	0.95	4E-7	6.3979400086720375	(EA)	1.48	[NR] mmHg increase	Affymetrix, Illumina [up to 2500000] (imputed)	N	trait in response to hydrochlorothiazide, diastolic blood pressure change measurement	http://purl.obolibrary.org/obo/OBA_2040093, http://www.ebi.ac.uk/efo/EFO_0006945	GCST003805	Genome-wide genotyping array
2017-03-24	27802415	Salvi E	2016-10-31	Hypertension	www.ncbi.nlm.nih.gov/pubmed/27802415	Genome-Wide and Gene-Based Meta-Analyses Identify Novel Loci Influencing Blood Pressure Response to Hydrochlorothiazide.	Diastolic blood pressure response to hydrochlorothiazide in hypertension	1,739 European ancestry individuals	430 African American individuals	9p21.3	9	21780038	MTAP	RN7SL151P - MTAP	ENSG00000244230	ENSG00000099810		80442	22598	rs17755650-T	rs17755650	0	17755650	regulatory_region_variant	1	0.9	6E-6	5.221848749616356	(EA)	1.17	[NR] mmHg increase	Affymetrix, Illumina [up to 2500000] (imputed)	N	trait in response to hydrochlorothiazide, diastolic blood pressure change measurement	http://purl.obolibrary.org/obo/OBA_2040093, http://www.ebi.ac.uk/efo/EFO_0006945	GCST003805	Genome-wide genotyping array
2017-03-24	27802415	Salvi E	2016-10-31	Hypertension	www.ncbi.nlm.nih.gov/pubmed/27802415	Genome-Wide and Gene-Based Meta-Analyses Identify Novel Loci Influencing Blood Pressure Response to Hydrochlorothiazide.	Diastolic blood pressure response to hydrochlorothiazide in hypertension	1,739 European ancestry individuals	430 African American individuals	14q21.1	14	37634801	TTC6, FOXA1	TTC6			ENSG00000139865			rs177848-A	rs177848	0	177848	intron_variant	0	0.59	6E-6	5.221848749616356	(EA)	0.6	[NR] mmHg decrease	Affymetrix, Illumina [up to 2500000] (imputed)	N	trait in response to hydrochlorothiazide, diastolic blood pressure change measurement	http://purl.obolibrary.org/obo/OBA_2040093, http://www.ebi.ac.uk/efo/EFO_0006945	GCST003805	Genome-wide genotyping array
2017-03-24	27802415	Salvi E	2016-10-31	Hypertension	www.ncbi.nlm.nih.gov/pubmed/27802415	Genome-Wide and Gene-Based Meta-Analyses Identify Novel Loci Influencing Blood Pressure Response to Hydrochlorothiazide.	Diastolic blood pressure response to hydrochlorothiazide in hypertension	1,739 European ancestry individuals	430 African American individuals	17q25.3	17	79735540	ENPP7	ENPP7			ENSG00000182156			rs11657217-C	rs11657217	0	11657217	synonymous_variant	0	0.69	5E-6	5.301029995663981	(EA)	0.7	[NR] mmHg decrease	Affymetrix, Illumina [up to 2500000] (imputed)	N	trait in response to hydrochlorothiazide, diastolic blood pressure change measurement	http://purl.obolibrary.org/obo/OBA_2040093, http://www.ebi.ac.uk/efo/EFO_0006945	GCST003805	Genome-wide genotyping array
2017-03-24	27802415	Salvi E	2016-10-31	Hypertension	www.ncbi.nlm.nih.gov/pubmed/27802415	Genome-Wide and Gene-Based Meta-Analyses Identify Novel Loci Influencing Blood Pressure Response to Hydrochlorothiazide.	Systolic blood pressure response to hydrochlorothiazide in hypertension	1,739 European ancestry individuals	430 African American individuals	2p14	2	67878704	ETAA1, C1D	LINC01812 - FBXL12P1	ENSG00000237013	ENSG00000235968		53142	144990	rs7565329-T	rs7565329	0	7565329	intergenic_variant	1	0.09	7E-6	5.154901959985743	(EA)	1.7	[NR] mmHg decrease	Affymetrix, Illumina [up to 2500000] (imputed)	N	trait in response to hydrochlorothiazide, systolic blood pressure change measurement	http://purl.obolibrary.org/obo/OBA_2040093, http://www.ebi.ac.uk/efo/EFO_0006944	GCST003807	Genome-wide genotyping array
2017-03-24	27802415	Salvi E	2016-10-31	Hypertension	www.ncbi.nlm.nih.gov/pubmed/27802415	Genome-Wide and Gene-Based Meta-Analyses Identify Novel Loci Influencing Blood Pressure Response to Hydrochlorothiazide.	Systolic blood pressure response to hydrochlorothiazide in hypertension	1,739 European ancestry individuals	430 African American individuals	4q31.22	4	146064475	ZNF827, LSM6	Y_RNA - LINC01095	ENSG00000238723	ENSG00000248809		106235	13242	rs12642634-A	rs12642634	0	12642634	intergenic_variant	1	0.78	5E-6	5.301029995663981	(EA)	1.1	[NR] mmHg increase	Affymetrix, Illumina [up to 2500000] (imputed)	N	trait in response to hydrochlorothiazide, systolic blood pressure change measurement	http://purl.obolibrary.org/obo/OBA_2040093, http://www.ebi.ac.uk/efo/EFO_0006944	GCST003807	Genome-wide genotyping array
2017-03-24	27802415	Salvi E	2016-10-31	Hypertension	www.ncbi.nlm.nih.gov/pubmed/27802415	Genome-Wide and Gene-Based Meta-Analyses Identify Novel Loci Influencing Blood Pressure Response to Hydrochlorothiazide.	Systolic blood pressure response to hydrochlorothiazide in hypertension	1,739 European ancestry individuals	430 African American individuals	6q22.31	6	121614456	GJA1, HSF2	RNU2-8P - SLC25A5P7	ENSG00000222659	ENSG00000218180		33935	39339	rs11750990-A	rs11750990	0	11750990	regulatory_region_variant	1	0.96	8E-6	5.096910013008056	(EA)	2.44	[NR] mmHg increase	Affymetrix, Illumina [up to 2500000] (imputed)	N	trait in response to hydrochlorothiazide, systolic blood pressure change measurement	http://purl.obolibrary.org/obo/OBA_2040093, http://www.ebi.ac.uk/efo/EFO_0006944	GCST003807	Genome-wide genotyping array
2017-03-24	27802415	Salvi E	2016-10-31	Hypertension	www.ncbi.nlm.nih.gov/pubmed/27802415	Genome-Wide and Gene-Based Meta-Analyses Identify Novel Loci Influencing Blood Pressure Response to Hydrochlorothiazide.	Systolic blood pressure response to hydrochlorothiazide in hypertension	1,739 European ancestry individuals	430 African American individuals	6q24.1	6	140736804	CITED2, NMBR	MIR4465 - RPS3AP24	ENSG00000264390	ENSG00000217684		52921	24725	rs2876449-T	rs2876449	0	2876449	intron_variant	1	0.03	7E-6	5.154901959985743	(EA)	2.8	[NR] mmHg decrease	Affymetrix, Illumina [up to 2500000] (imputed)	N	trait in response to hydrochlorothiazide, systolic blood pressure change measurement	http://purl.obolibrary.org/obo/OBA_2040093, http://www.ebi.ac.uk/efo/EFO_0006944	GCST003807	Genome-wide genotyping array
2017-03-24	27802415	Salvi E	2016-10-31	Hypertension	www.ncbi.nlm.nih.gov/pubmed/27802415	Genome-Wide and Gene-Based Meta-Analyses Identify Novel Loci Influencing Blood Pressure Response to Hydrochlorothiazide.	Systolic blood pressure response to hydrochlorothiazide in hypertension	1,739 European ancestry individuals	430 African American individuals	8p22	8	17217746	ZDHHC2	ZDHHC2			ENSG00000104219			rs11784910-A	rs11784910	0	11784910	intron_variant	0	0.95	4E-7	6.3979400086720375	(EA)	2.31	[NR] mmHg increase	Affymetrix, Illumina [up to 2500000] (imputed)	N	trait in response to hydrochlorothiazide, systolic blood pressure change measurement	http://purl.obolibrary.org/obo/OBA_2040093, http://www.ebi.ac.uk/efo/EFO_0006944	GCST003807	Genome-wide genotyping array
2017-03-24	27802415	Salvi E	2016-10-31	Hypertension	www.ncbi.nlm.nih.gov/pubmed/27802415	Genome-Wide and Gene-Based Meta-Analyses Identify Novel Loci Influencing Blood Pressure Response to Hydrochlorothiazide.	Systolic blood pressure response to hydrochlorothiazide in hypertension	1,739 European ancestry individuals	430 African American individuals	8q12.1	8	58349310	FAM110B, UBXN2B	FAM110B - UBXN2B	ENSG00000169122	ENSG00000215114		145031	62049	rs2925663-T	rs2925663	0	2925663	intergenic_variant	1	0.12	7E-6	5.154901959985743	(EA)	1.4	[NR] mmHg decrease	Affymetrix, Illumina [up to 2500000] (imputed)	N	trait in response to hydrochlorothiazide, systolic blood pressure change measurement	http://purl.obolibrary.org/obo/OBA_2040093, http://www.ebi.ac.uk/efo/EFO_0006944	GCST003807	Genome-wide genotyping array
